Id,LotArea,Street,LotConfig,Neighborhood,BldgType,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,Electrical,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,GarageType,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Y_renew
188,10410,Pave,Inside,OldTown,1Fam,1.5Fin,1916,1987,Gable,SBrkr,1656,3,8,Detchd,8,2009,WD,Normal,135000,22
189,7018,Pave,Inside,SawyerW,Duplex,SFoyer,1979,1979,Gable,SBrkr,1224,2,6,Detchd,6,2009,WD,Alloca,153337,30
190,4923,Pave,Inside,StoneBr,TwnhsE,1Story,2001,2002,Gable,SBrkr,1593,0,5,Attchd,8,2008,WD,Normal,286000,6
191,10570,Pave,Inside,Crawfor,1Fam,2Story,1932,1994,Hip,SBrkr,2727,3,10,Detchd,12,2007,WD,Normal,315000,13
192,7472,Pave,CulDSac,NAmes,1Fam,2Story,1972,2004,Gable,SBrkr,1479,4,7,Attchd,6,2007,WD,Normal,184000,3
193,9017,Pave,Inside,CollgCr,1Fam,1Story,1999,1999,Gable,SBrkr,1431,3,6,Attchd,9,2009,WD,Normal,192000,10
194,2522,Pave,Inside,Edwards,Twnhs,2Story,2004,2004,Gable,SBrkr,1709,3,7,Detchd,5,2006,WD,Normal,130000,2
195,7180,Pave,Inside,CollgCr,1Fam,1Story,1972,1972,Hip,SBrkr,864,3,5,Detchd,5,2008,WD,Normal,127000,36
196,2280,Pave,FR2,NPkVill,Twnhs,2Story,1976,1976,Gable,SBrkr,1456,3,7,Attchd,7,2009,WD,Normal,148500,33
197,9416,Pave,Inside,Somerst,1Fam,1Story,2007,2007,Hip,SBrkr,1726,3,8,Attchd,9,2007,New,Partial,311872,0
198,25419,Pave,Corner,NAmes,1Fam,2Story,1918,1990,Gable,SBrkr,3112,4,8,Detchd,3,2006,WD,Abnorml,235000,16
199,5520,Pave,Corner,OldTown,1Fam,2.5Fin,1912,1950,Gable,SBrkr,2229,5,8,NA,7,2009,WD,Abnorml,104000,59
200,9591,Pave,Inside,NridgHt,1Fam,1Story,2004,2005,Hip,SBrkr,1713,3,7,Attchd,1,2009,WD,Normal,274900,4
201,8546,Pave,Corner,Edwards,1Fam,1Story,2003,2004,Gable,SBrkr,1121,2,5,Attchd,3,2010,WD,Normal,140000,6
202,10125,Pave,Inside,Mitchel,1Fam,1Story,1977,1977,Gable,SBrkr,1279,3,6,Detchd,2,2008,WD,Normal,171500,31
203,7000,Pave,Corner,OldTown,1Fam,1.5Fin,1924,1950,Gable,SBrkr,1310,2,6,Attchd,5,2006,COD,Normal,112000,56
204,4438,Pave,Inside,CollgCr,TwnhsE,1Story,2004,2004,Gable,SBrkr,848,1,3,Attchd,1,2008,WD,Normal,149000,4
205,3500,Pave,Inside,OldTown,1Fam,1.5Fin,1947,1950,Gable,SBrkr,1284,2,5,Detchd,4,2009,WD,Normal,110000,59
206,11851,Pave,Corner,Gilbert,1Fam,1Story,1990,1990,Gable,SBrkr,1442,3,5,Attchd,5,2009,WD,Normal,180500,19
207,13673,Pave,CulDSac,Sawyer,1Fam,1Story,1962,1962,Gable,SBrkr,1696,3,8,Attchd,3,2007,WD,Normal,143900,45
208,12493,Pave,Inside,NAmes,1Fam,1Story,1960,1960,Gable,SBrkr,1100,3,6,Attchd,4,2008,WD,Normal,141000,48
209,14364,Pave,Inside,SawyerW,1Fam,2Story,1988,1989,Gable,SBrkr,2062,3,7,Attchd,4,2007,WD,Normal,277000,18
210,8250,Pave,Inside,NAmes,1Fam,1Story,1964,1964,Hip,SBrkr,1092,3,6,Attchd,7,2008,WD,Normal,145000,44
211,5604,Pave,Inside,Edwards,1Fam,1Story,1925,1950,Gable,FuseA,864,2,5,NA,4,2008,WD,Normal,98000,58
212,10420,Pave,Corner,Edwards,1Fam,1Story,2009,2009,Gable,SBrkr,1212,3,6,Attchd,3,2010,WD,Normal,186000,1
213,8640,Pave,Inside,Somerst,1Fam,2Story,2009,2009,Gable,SBrkr,1852,3,7,Attchd,7,2009,New,Partial,252678,0
214,13568,Pave,CulDSac,CollgCr,1Fam,1Story,1995,1995,Gable,SBrkr,990,3,5,Attchd,7,2006,WD,Normal,156000,11
215,10900,Pave,FR2,CollgCr,1Fam,2Story,1977,1977,Gable,SBrkr,1392,3,6,Attchd,3,2010,WD,Normal,161750,33
216,10011,Pave,Inside,NAmes,1Fam,1Story,1957,1996,Gable,SBrkr,1236,2,6,Attchd,5,2006,WD,Normal,134450,10
217,8450,Pave,Inside,CollgCr,1Fam,1Story,2004,2004,Gable,SBrkr,1436,3,8,Attchd,4,2008,WD,Normal,210000,4
218,9906,Pave,Inside,OldTown,1Fam,2Story,1925,1950,Gable,SBrkr,1328,3,8,Detchd,9,2006,WD,Family,107000,56
219,15660,Pave,Corner,Crawfor,1Fam,1.5Fin,1939,2006,Gable,SBrkr,1954,3,8,Attchd,5,2008,WD,Normal,311500,2
220,3010,Pave,Inside,Blmngtn,TwnhsE,1Story,2005,2006,Gable,SBrkr,1248,2,5,Attchd,3,2006,New,Partial,167240,0
221,8990,Pave,Inside,CollgCr,1Fam,1Story,2006,2006,Gable,SBrkr,1498,2,5,Attchd,4,2006,New,Partial,204900,0
222,8068,Pave,Inside,Gilbert,1Fam,2Story,2002,2002,Gable,SBrkr,2267,4,8,BuiltIn,12,2009,ConLI,Normal,200000,7
223,11475,Pave,Inside,NWAmes,1Fam,2Story,1975,1975,Gable,SBrkr,1552,3,6,Attchd,2,2006,WD,Normal,179900,31
224,10500,Pave,FR2,NAmes,1Fam,1Story,1971,1971,Gable,SBrkr,864,2,4,Detchd,3,2009,WD,Abnorml,97000,38
225,13472,Pave,Inside,NridgHt,1Fam,1Story,2003,2003,Hip,SBrkr,2392,3,8,Attchd,6,2009,WD,Normal,386250,6
226,1680,Pave,Inside,BrDale,Twnhs,2Story,1971,1971,Gable,SBrkr,1302,3,6,Detchd,5,2009,COD,Abnorml,112000,38
227,9950,Pave,Inside,NoRidge,1Fam,2Story,1995,1995,Gable,SBrkr,2520,4,9,Attchd,6,2007,WD,Abnorml,290000,12
228,1869,Pave,Inside,BrDale,Twnhs,2Story,1970,1970,Gable,SBrkr,987,2,5,Detchd,9,2008,WD,Normal,106000,38
229,8521,Pave,FR2,Sawyer,1Fam,1Story,1967,1967,Gable,SBrkr,912,3,5,Detchd,5,2010,WD,Normal,125000,43
230,3182,Pave,Inside,Blmngtn,TwnhsE,1Story,2005,2006,Gable,SBrkr,1555,2,7,Attchd,5,2009,WD,Normal,192500,3
231,8760,Pave,Inside,NAmes,1Fam,1Story,1959,1959,Hip,SBrkr,1194,3,6,Attchd,4,2010,WD,Normal,148000,51
232,15138,Pave,Inside,NoRidge,1Fam,2Story,1995,1996,Gable,SBrkr,2794,4,9,Attchd,7,2009,WD,Normal,403000,13
233,1680,Pave,Inside,BrDale,Twnhs,2Story,1972,1972,Gable,SBrkr,987,2,5,Attchd,6,2006,WD,Normal,94500,34
234,10650,Pave,Corner,CollgCr,1Fam,1Story,1976,1976,Gable,SBrkr,894,3,5,Attchd,2,2010,WD,Normal,128200,34
235,7851,Pave,Inside,Gilbert,1Fam,2Story,2002,2002,Gable,SBrkr,1960,4,8,BuiltIn,5,2010,WD,Normal,216500,8
236,1680,Pave,Inside,BrDale,TwnhsE,2Story,1971,1971,Gable,SBrkr,987,2,5,Detchd,8,2008,WD,Normal,89500,37
237,8773,Pave,FR2,CollgCr,1Fam,1Story,2004,2004,Gable,SBrkr,1414,3,6,Attchd,5,2010,WD,Normal,185500,6
238,9453,Pave,CulDSac,SawyerW,1Fam,2Story,1993,2003,Gable,SBrkr,1744,3,7,Attchd,2,2010,WD,Normal,194500,7
239,12030,Pave,Inside,NridgHt,1Fam,1Story,2007,2007,Hip,SBrkr,1694,3,7,Attchd,12,2007,New,Partial,318000,0
240,8741,Pave,Inside,Edwards,1Fam,1.5Fin,1945,1950,Gable,FuseA,1487,3,7,Detchd,4,2010,WD,Normal,113000,60
241,9000,Pave,Inside,Somerst,1Fam,1Story,2008,2008,Gable,SBrkr,1566,3,7,Attchd,4,2010,WD,Normal,262500,2
242,3880,Pave,Inside,OldTown,1Fam,1Story,1945,1997,Gable,SBrkr,866,2,4,NA,8,2007,WD,Normal,110500,10
243,5000,Pave,Corner,OldTown,1Fam,1.5Fin,1900,1950,Gable,FuseA,1440,3,6,Attchd,4,2006,WD,Normal,79000,56
244,10762,Pave,Corner,SawyerW,TwnhsE,2Story,1980,1980,Gable,SBrkr,1217,3,6,Attchd,4,2009,WD,Normal,120000,29
245,8880,Pave,Inside,SawyerW,1Fam,2Story,1994,2002,Gable,SBrkr,2110,3,8,Attchd,5,2010,WD,Normal,205000,8
246,10400,Pave,Inside,NWAmes,1Fam,1Story,1988,1988,Gable,SBrkr,1872,3,6,Attchd,6,2006,WD,Normal,241500,18
247,9142,Pave,Inside,OldTown,2fmCon,2Story,1910,1950,Gable,FuseP,1928,4,9,Detchd,4,2006,WD,Normal,137000,56
248,11310,Pave,Inside,NAmes,1Fam,1Story,1954,1954,Hip,SBrkr,1375,2,5,Attchd,6,2006,WD,Normal,140000,52
249,11317,Pave,Inside,CollgCr,1Fam,2Story,2003,2003,Gable,SBrkr,1668,3,8,Attchd,9,2007,WD,Normal,180000,4
250,159000,Pave,CulDSac,ClearCr,1Fam,1.5Fin,1958,2006,Gable,SBrkr,2144,4,7,Attchd,6,2007,WD,Normal,277000,1
251,5350,Pave,Inside,BrkSide,1Fam,1Story,1940,1966,Gable,SBrkr,1306,3,6,NA,5,2010,WD,Normal,76500,44
252,4750,Pave,Inside,Crawfor,TwnhsE,1Story,2006,2007,Hip,SBrkr,1625,2,5,Attchd,12,2007,WD,Family,235000,0
253,8366,Pave,Inside,SawyerW,1Fam,2Story,2004,2004,Gable,SBrkr,1640,3,6,Attchd,12,2008,WD,Normal,173000,4
254,9350,Pave,Inside,NAmes,1Fam,SLvl,1964,1991,Hip,SBrkr,1302,3,7,Attchd,10,2007,CWD,Normal,158000,16
255,8400,Pave,Inside,NAmes,1Fam,1Story,1957,1957,Gable,SBrkr,1314,3,5,Attchd,6,2010,WD,Normal,145000,53
256,8738,Pave,Inside,Gilbert,1Fam,2Story,1999,1999,Gable,SBrkr,2291,4,8,BuiltIn,2,2006,WD,Normal,230000,7
257,8791,Pave,Inside,Somerst,1Fam,2Story,2003,2003,Gable,SBrkr,1728,3,7,Attchd,5,2008,WD,Normal,207500,5
258,8814,Pave,Inside,CollgCr,1Fam,1Story,2006,2006,Gable,SBrkr,1604,3,8,Attchd,3,2009,WD,Abnorml,220000,3
259,12435,Pave,Inside,CollgCr,1Fam,2Story,2001,2001,Gable,SBrkr,1792,3,7,Attchd,5,2008,WD,Normal,231500,7
260,12702,Pave,Inside,OldTown,1Fam,1Story,1956,1956,Gable,FuseA,882,2,4,Detchd,12,2008,WD,Normal,97000,52
261,19296,Pave,Corner,NAmes,1Fam,SLvl,1962,1962,Gable,SBrkr,1382,3,6,Attchd,5,2009,WD,Normal,176000,47
262,9588,Pave,Inside,CollgCr,1Fam,2Story,2007,2007,Gable,SBrkr,2574,3,10,BuiltIn,11,2007,New,Partial,276000,0
263,8471,Pave,Corner,Sawyer,1Fam,SLvl,1977,1995,Gable,SBrkr,1212,3,6,Attchd,7,2006,WD,Normal,151000,11
264,5500,Pave,Corner,OldTown,1Fam,1.5Fin,1929,2001,Gable,SBrkr,1316,3,6,Detchd,4,2010,WD,Normal,130000,9
265,5232,Pave,Inside,OldTown,1Fam,1Story,1925,2004,Gable,FuseP,764,2,4,Detchd,6,2008,WD,Normal,73000,4
266,12090,Pave,Inside,NWAmes,1Fam,1Story,1981,1981,Gable,SBrkr,1422,3,7,Attchd,6,2008,WD,Normal,175500,27
267,11207,Pave,FR2,Gilbert,1Fam,2Story,1997,1997,Gable,SBrkr,1511,3,8,Attchd,6,2006,WD,Normal,185000,9
268,8400,Pave,Inside,SWISU,1Fam,2.5Fin,1939,1997,Gable,SBrkr,2192,4,8,Detchd,7,2008,WD,Normal,179500,11
269,6900,Pave,Inside,IDOTRR,1Fam,1Story,1940,1955,Gable,SBrkr,778,2,4,Detchd,2,2008,WD,Normal,120500,53
270,7917,Pave,Corner,Edwards,1Fam,1Story,1976,1976,Hip,SBrkr,1113,3,6,Attchd,5,2007,WD,Normal,148000,31
271,10728,Pave,Inside,Somerst,1Fam,2Story,2006,2006,Gable,SBrkr,1939,3,8,Attchd,8,2006,New,Partial,266000,0
272,39104,Pave,CulDSac,ClearCr,1Fam,1Story,1954,2005,Flat,SBrkr,1363,2,5,Attchd,4,2008,WD,Normal,241500,3
273,11764,Pave,CulDSac,NoRidge,1Fam,2Story,1999,2007,Gable,SBrkr,2270,4,9,Attchd,4,2010,WD,Normal,290000,3
274,9600,Pave,Inside,NAmes,1Fam,1Story,1958,1988,Hip,SBrkr,1632,3,6,Attchd,4,2009,WD,Normal,139000,21
275,8314,Pave,Corner,Mitchel,1Fam,1Story,1982,1982,Gable,SBrkr,816,2,5,Attchd,6,2007,WD,Normal,124500,25
276,7264,Pave,Inside,BrkSide,1Fam,1.5Fin,1925,2007,Gable,SBrkr,1548,3,5,Detchd,10,2009,WD,Normal,205000,2
277,9196,Pave,Inside,Mitchel,1Fam,1Story,2003,2003,Gable,SBrkr,1560,3,7,Attchd,4,2010,WD,Normal,201000,7
278,19138,Pave,Corner,Gilbert,1Fam,1Story,1951,1951,Gable,SBrkr,864,2,4,Detchd,6,2010,WD,Normal,141000,59
279,14450,Pave,Inside,NridgHt,1Fam,1Story,2006,2007,Gable,SBrkr,2121,3,8,Attchd,5,2007,New,Partial,415298,0
280,10005,Pave,Inside,ClearCr,1Fam,2Story,1977,1977,Hip,SBrkr,2022,4,8,Attchd,3,2008,WD,Normal,192000,31
281,11287,Pave,Inside,SawyerW,1Fam,2Story,1989,1989,Gable,SBrkr,1982,3,7,Attchd,1,2007,WD,Normal,228500,18
282,7200,Pave,Inside,Somerst,1Fam,1Story,2006,2006,Gable,SBrkr,1262,2,5,Attchd,5,2006,New,Partial,185000,0
283,5063,Pave,Inside,NridgHt,Twnhs,1Story,2007,2008,Gable,SBrkr,1314,2,6,Attchd,4,2009,ConLw,Normal,207500,1
284,9612,Pave,Inside,Somerst,1Fam,1Story,2008,2009,Gable,SBrkr,1468,3,6,Attchd,12,2009,New,Partial,244600,0
285,8012,Pave,Inside,SawyerW,TwnhsE,1Story,1992,1992,Gable,SBrkr,1575,2,5,Attchd,7,2007,WD,Normal,179200,15
286,4251,Pave,Inside,Somerst,TwnhsE,2Story,2006,2007,Gable,SBrkr,1250,2,5,Detchd,6,2007,New,Partial,164700,0
287,9786,Pave,Inside,NAmes,1Fam,1.5Fin,1962,1981,Gable,SBrkr,1734,3,7,Attchd,6,2006,WD,Normal,159000,25
288,8125,Pave,Corner,NAmes,1Fam,1Story,1971,1971,Gable,SBrkr,858,3,5,NA,6,2006,WD,Normal,88000,35
289,9819,Pave,Inside,Sawyer,1Fam,1Story,1967,1967,Gable,SBrkr,900,3,5,Detchd,2,2010,WD,Normal,122000,43
290,8730,Pave,Inside,BrkSide,1Fam,2Story,1915,2003,Gable,FuseA,1396,3,7,Detchd,7,2007,WD,Normal,153575,4
291,15611,Pave,Inside,CollgCr,1Fam,2Story,2006,2006,Gable,SBrkr,1919,3,8,Attchd,7,2006,New,Partial,233230,0
292,5687,Pave,Inside,SWISU,2fmCon,2Story,1912,2000,Gable,SBrkr,1716,6,9,NA,3,2008,WD,Normal,135900,8
293,11409,Pave,Inside,Edwards,1Fam,1.5Fin,1949,2008,Gable,SBrkr,1716,3,8,Attchd,1,2009,WD,Normal,131000,1
294,16659,Pave,Corner,NWAmes,1Fam,2Story,1977,1994,Gable,SBrkr,2263,3,9,Attchd,3,2006,WD,Normal,235000,12
295,9600,Pave,Inside,NAmes,1Fam,1Story,1953,1953,Hip,SBrkr,1644,3,7,Attchd,10,2009,WD,Normal,167000,56
296,7937,Pave,CulDSac,Mitchel,1Fam,SLvl,1984,1984,Gable,SBrkr,1003,3,6,Detchd,3,2006,WD,Normal,142500,22
297,13710,Pave,Inside,IDOTRR,1Fam,1.5Fin,1950,1950,Gable,FuseA,1558,4,6,Attchd,6,2007,WD,Normal,152000,57
298,7399,Pave,Inside,Somerst,1Fam,2Story,1997,1998,Hip,SBrkr,1950,3,7,Detchd,6,2007,WD,Normal,239000,9
299,11700,Pave,Inside,NWAmes,1Fam,2Story,1968,1968,Mansard,SBrkr,1743,3,7,Attchd,6,2007,WD,Normal,175000,39
300,14000,Pave,Inside,Crawfor,1Fam,1Story,1950,2004,Gable,SBrkr,1152,3,6,Attchd,8,2009,WD,Family,158500,5
301,15750,Pave,Corner,Crawfor,2fmCon,1Story,1953,1953,Hip,SBrkr,1336,2,5,Attchd,6,2006,WD,Normal,157000,53
302,16226,Pave,Inside,CollgCr,1Fam,2Story,1998,1999,Gable,SBrkr,2452,4,9,BuiltIn,5,2007,WD,Normal,267000,8
303,13704,Pave,Corner,CollgCr,1Fam,1Story,2001,2002,Gable,SBrkr,1541,3,6,Attchd,1,2006,WD,Normal,205000,4
304,9800,Pave,Corner,CollgCr,1Fam,1Story,1972,1972,Gable,SBrkr,894,3,5,Attchd,7,2006,WD,Abnorml,149900,34
305,18386,Pave,Inside,OldTown,1Fam,2.5Fin,1880,2002,Gable,SBrkr,3493,3,10,Attchd,5,2008,WD,Normal,295000,6
306,10386,Pave,Inside,CollgCr,1Fam,1Story,2004,2005,Gable,SBrkr,2000,3,8,Attchd,7,2007,WD,Normal,305900,2
307,13474,Pave,Inside,SawyerW,1Fam,2Story,1990,1991,Gable,SBrkr,2243,4,8,Attchd,6,2007,WD,Normal,225000,16
308,7920,Pave,Inside,IDOTRR,1Fam,1.5Fin,1920,1950,Gable,FuseA,1406,3,6,NA,3,2008,WD,Normal,89500,58
309,12342,Pave,Inside,Edwards,1Fam,1Story,1940,1950,Gable,SBrkr,861,1,4,Detchd,3,2009,WD,Normal,82500,59
310,12378,Pave,Inside,NridgHt,1Fam,1Story,2003,2004,Gable,SBrkr,1944,3,8,Attchd,11,2006,WD,Normal,360000,2
311,7685,Pave,Inside,Gilbert,1Fam,2Story,1993,1994,Gable,SBrkr,1501,3,6,Attchd,5,2006,WD,Normal,165600,12
312,8000,Pave,Inside,NAmes,1Fam,1Story,1948,2002,Gable,SBrkr,972,2,5,Detchd,5,2009,WD,Normal,132000,7
313,7800,Pave,Inside,OldTown,2fmCon,1.5Fin,1939,1950,Gable,SBrkr,1118,3,5,Detchd,5,2006,WD,Normal,119900,56
314,215245,Pave,Inside,Timber,1Fam,1Story,1965,1965,Hip,SBrkr,2036,3,8,Attchd,6,2009,WD,Normal,375000,44
315,9600,Pave,Inside,OldTown,1Fam,2Story,1925,1990,Gable,SBrkr,1641,3,6,Detchd,8,2006,WD,Normal,178000,16
316,7795,Pave,Inside,Gilbert,1Fam,2Story,2004,2005,Gable,SBrkr,1432,3,6,Attchd,7,2009,WD,Normal,188500,4
317,13005,Pave,Corner,NWAmes,1Fam,2Story,1980,1980,Gable,SBrkr,2353,4,10,Attchd,8,2009,WD,Normal,260000,29
318,9000,Pave,Inside,Somerst,1Fam,2Story,2006,2006,Gable,SBrkr,1959,3,8,Attchd,12,2007,WD,Normal,270000,1
319,9900,Pave,Inside,NoRidge,1Fam,2Story,1993,1993,Gable,SBrkr,2646,4,9,Attchd,4,2009,WD,Normal,260000,16
320,14115,Pave,Inside,NWAmes,1Fam,SLvl,1980,1980,Gable,SBrkr,1472,3,6,Attchd,6,2009,WD,Normal,187500,29
321,16259,Pave,Corner,NridgHt,1Fam,2Story,2006,2006,Gable,SBrkr,2596,4,9,Attchd,9,2006,New,Partial,342643,0
322,12099,Pave,Inside,NridgHt,1Fam,2Story,2004,2004,Gable,SBrkr,2468,4,10,BuiltIn,6,2007,WD,Normal,354000,3
323,10380,Pave,Inside,SawyerW,1Fam,2Story,1986,1987,Gable,SBrkr,2730,4,8,Attchd,8,2007,WD,Normal,301000,20
324,5820,Pave,Inside,OldTown,1Fam,1Story,1955,2005,Gable,SBrkr,1163,3,6,Attchd,7,2006,WD,Normal,126175,1
325,11275,Pave,Corner,NAmes,1Fam,SLvl,1967,2007,Mansard,SBrkr,2978,5,11,BuiltIn,6,2010,WD,Normal,242000,3
326,5000,Pave,Inside,IDOTRR,1Fam,1.5Unf,1941,1950,Gable,FuseF,803,2,5,Detchd,12,2007,WD,Normal,87000,57
327,10846,Pave,CulDSac,Veenker,TwnhsE,1Story,1993,1993,Gable,SBrkr,1719,1,6,Attchd,5,2008,Con,Normal,324000,15
328,11600,Pave,Inside,NAmes,1Fam,1Story,1960,1960,Hip,SBrkr,1383,3,7,Attchd,4,2006,WD,Normal,145250,46
329,11888,Pave,Inside,BrkSide,1Fam,2.5Unf,1916,1994,Gable,FuseA,2134,5,10,Detchd,7,2009,WD,Normal,214500,15
330,6402,Pave,Corner,IDOTRR,1Fam,2Story,1920,1950,Gable,SBrkr,1192,3,6,Detchd,7,2009,WD,Normal,78000,59
331,10624,Pave,Inside,NAmes,Duplex,1Story,1964,1964,Gable,SBrkr,1728,6,10,Detchd,11,2007,WD,Normal,119000,43
332,8176,Pave,Inside,NAmes,1Fam,1Story,1958,1992,Gable,SBrkr,1056,3,6,Attchd,8,2007,WD,Normal,139000,15
333,10655,Pave,Inside,NridgHt,1Fam,1Story,2003,2004,Gable,SBrkr,1629,3,7,Attchd,10,2009,WD,Normal,284000,5
334,8198,Pave,FR3,NridgHt,TwnhsE,1Story,2004,2004,Gable,SBrkr,1358,2,6,Attchd,7,2008,WD,Normal,207000,4
335,9042,Pave,Inside,Gilbert,1Fam,2Story,1998,1998,Gable,SBrkr,1638,3,7,Attchd,7,2008,WD,Normal,192000,10
336,164660,Grvl,Corner,Timber,2fmCon,1.5Fin,1965,1965,Gable,SBrkr,1786,3,7,Attchd,8,2008,WD,Normal,228950,43
337,14157,Pave,Corner,StoneBr,1Fam,1Story,2005,2006,Hip,SBrkr,1922,3,8,Attchd,7,2007,WD,Normal,377426,1
338,9135,Pave,Inside,CollgCr,1Fam,1Story,2002,2003,Gable,SBrkr,1536,3,7,Attchd,12,2008,WD,Normal,214000,5
339,14145,Pave,Corner,NWAmes,1Fam,1Story,1984,1998,Gable,SBrkr,1621,3,8,Attchd,5,2006,WD,Normal,202500,8
340,12400,Pave,Inside,NAmes,1Fam,1Story,1958,1998,Hip,FuseA,1215,3,6,Attchd,6,2009,WD,Normal,155000,11
341,14191,Pave,Inside,Timber,1Fam,2Story,2002,2002,Gable,SBrkr,1908,4,9,Attchd,4,2010,WD,Normal,202900,8
342,8400,Pave,Inside,SawyerW,1Fam,1Story,1950,1950,Gable,SBrkr,841,2,4,CarPort,9,2009,WD,Normal,82000,59
343,8544,Pave,Inside,NAmes,Duplex,1Story,1949,1950,Gable,FuseA,1040,2,6,Detchd,5,2006,WD,Normal,87500,56
344,8849,Pave,Inside,NridgHt,TwnhsE,1Story,2005,2005,Hip,SBrkr,1684,2,6,Attchd,7,2008,WD,Normal,266000,3
345,2592,Pave,Inside,MeadowV,TwnhsE,2Story,1976,1976,Gable,SBrkr,1112,3,4,Attchd,4,2010,WD,Normal,85000,34
346,6435,Pave,Inside,BrkSide,1Fam,1.5Fin,1939,1950,Gable,SBrkr,1577,3,6,Detchd,10,2006,WD,Normal,140200,56
347,12772,Pave,CulDSac,NAmes,1Fam,1Story,1960,1998,Hip,SBrkr,958,2,5,Attchd,4,2007,WD,Normal,151500,9
348,17600,Pave,Inside,NAmes,1Fam,1Story,1960,1960,Gable,FuseA,1478,3,6,Attchd,12,2009,WD,Normal,157500,49
349,2448,Pave,Inside,NridgHt,Twnhs,2Story,2003,2004,Gable,SBrkr,1626,2,6,BuiltIn,10,2008,WD,Normal,154000,4
350,20431,Pave,Inside,NridgHt,1Fam,2Story,2005,2006,Hip,SBrkr,2728,4,10,Attchd,4,2006,New,Partial,437154,0
351,7820,Pave,Inside,NridgHt,TwnhsE,1Story,2007,2007,Hip,SBrkr,1869,2,6,Attchd,12,2007,New,Partial,318061,0
352,5271,Pave,Inside,ClearCr,1Fam,1Story,1986,1986,Gable,SBrkr,1453,2,6,Attchd,12,2006,WD,Abnorml,190000,20
353,9084,Pave,Inside,Edwards,1Fam,1.5Fin,1941,1950,Gable,SBrkr,1111,3,5,Detchd,3,2008,ConLw,Normal,95000,58
354,8520,Pave,Inside,OldTown,1Fam,1Story,1928,2003,Gable,SBrkr,720,2,5,Detchd,5,2010,WD,Normal,105900,7
355,8400,Pave,Inside,SWISU,1Fam,1.5Fin,1940,2000,Gable,SBrkr,1595,2,6,Attchd,6,2006,WD,Normal,140000,6
356,11249,Pave,Inside,CollgCr,1Fam,1Story,1995,1995,Gable,SBrkr,1200,3,6,Attchd,8,2007,WD,Normal,177500,12
357,9248,Pave,Inside,Gilbert,1Fam,1Story,1992,1992,Gable,SBrkr,1167,3,6,Attchd,7,2009,WD,Normal,173000,17
358,4224,Pave,Inside,MeadowV,TwnhsE,1Story,1976,1976,Gable,SBrkr,1142,3,6,Attchd,8,2007,WD,Normal,134000,31
359,6930,Pave,Inside,ClearCr,1Fam,SLvl,1958,1958,Hip,FuseF,1352,3,6,BuiltIn,7,2006,WD,Abnorml,130000,48
360,12011,Pave,CulDSac,NoRidge,1Fam,2Story,1998,1998,Gable,SBrkr,1924,3,7,Attchd,6,2006,WD,Normal,280000,8
361,7540,Pave,CulDSac,Mitchel,1Fam,SFoyer,1978,1978,Gable,SBrkr,912,2,5,Attchd,6,2007,WD,Normal,156000,29
362,9144,Pave,Inside,BrkSide,1Fam,1.5Fin,1940,1982,Gable,SBrkr,1505,3,8,Detchd,7,2008,WD,Normal,145000,26
363,7301,Pave,Corner,Edwards,1Fam,SFoyer,2003,2003,Gable,SBrkr,1922,4,7,BuiltIn,7,2009,ConLD,Normal,198500,6
364,1680,Pave,Inside,BrDale,Twnhs,2Story,1972,2007,Gable,SBrkr,987,2,5,Detchd,5,2009,WD,Normal,118000,2
365,18800,Pave,FR2,NWAmes,1Fam,2Story,1976,1976,Gable,SBrkr,1574,3,6,Attchd,7,2006,WD,Normal,190000,30
366,10690,Pave,Inside,IDOTRR,1Fam,2Story,1920,1997,Hip,FuseA,1344,3,6,Detchd,7,2009,WD,Normal,147000,12
367,9500,Pave,Inside,NAmes,1Fam,1Story,1963,1963,Gable,SBrkr,1394,3,6,Attchd,7,2009,WD,Normal,159000,46
368,9150,Pave,Corner,NAmes,1Fam,SLvl,1962,1962,Gable,SBrkr,1431,3,6,Basment,12,2008,WD,Normal,165000,46
369,7800,Pave,Inside,NAmes,1Fam,1Story,1954,1954,Gable,SBrkr,1268,2,7,Attchd,3,2010,WD,Normal,132000,56
370,9830,Pave,Corner,NAmes,1Fam,1Story,1959,2006,Gable,SBrkr,1287,3,7,Detchd,3,2010,WD,Normal,162000,4
371,8121,Pave,Inside,Gilbert,1Fam,2Story,2000,2000,Gable,SBrkr,1664,3,7,Attchd,1,2006,WD,Normal,172400,6
372,17120,Pave,Inside,ClearCr,1Fam,1.5Fin,1959,1959,Gable,SBrkr,1588,4,7,Detchd,7,2008,WD,Normal,134432,49
373,7175,Pave,Inside,SawyerW,TwnhsE,1Story,1984,1984,Gable,SBrkr,752,2,4,Attchd,2,2010,WD,Normal,125000,26
374,10634,Pave,Inside,NAmes,1Fam,1Story,1953,1953,Gable,SBrkr,1319,3,5,Attchd,11,2009,WD,Normal,123000,56
375,8200,Pave,Inside,CollgCr,1Fam,2Story,2003,2004,Gable,SBrkr,1928,4,8,BuiltIn,7,2007,WD,Normal,219500,3
376,10020,Pave,Inside,Edwards,1Fam,1Story,1922,1950,Gable,FuseA,904,1,4,NA,3,2009,WD,Normal,61000,59
